material_id,formula,e_above_hull,formation_energy_per_atom
mp-18747,"{'Mo': 1.0, 'O': 3.0, 'Sr': 1.0}",0.02008476549999827,-2.59432888275
mp-18754,"{'Dy': 1.0, 'O': 4.0, 'Cr': 1.0}",0.0,-2.796731820833333
mp-18756,"{'Tm': 2.0, 'Ni': 1.0, 'O': 5.0, 'Ba': 1.0}",0.01969664416666994,-3.1082225451388887
mp-18761,"{'V': 3.0, 'K': 3.0, 'O': 8.0}",0.0,-2.4453897600000007
mp-18764,"{'W': 1.0, 'Ba': 2.0, 'O': 6.0, 'Sr': 1.0}",0.0,-2.974940176750001
mp-18772,"{'Na': 4.0, 'N': 2.0, 'O': 2.0, 'Mo': 1.0}",0.062458068981479535,-1.1523181308066666
mp-18776,"{'Ca': 1.0, 'P': 2.0, 'O': 7.0, 'Co': 1.0}",0.003605706590908753,-2.758330373176406
mp-18787,"{'O': 2.0, 'Sb': 2.0, 'Ba': 2.0, 'Mn': 3.0}",0.05607710499999996,-1.296230479946436
mp-18792,"{'Ca': 3.0, 'O': 6.0, 'Co': 2.0}",0.0036012981060595814,-2.436639621136365
mp-18793,"{'Li': 1.0, 'O': 2.0, 'Cr': 1.0}",0.0,-2.3990861481250008
mp-18798,"{'Mn': 2.0, 'O': 5.0, 'Sr': 2.0}",0.0,-2.586260577325401
mp-18802,"{'Pr': 2.0, 'Ni': 1.0, 'O': 5.0, 'Ba': 1.0}",0.0,-2.9299135640277765
mp-18805,"{'Mo': 1.0, 'Co': 1.0, 'O': 6.0, 'Sr': 2.0}",0.0,-2.5440465252500006
mp-18806,"{'Ni': 3.0, 'O': 6.0, 'B': 2.0}",0.0,-1.8262038614393945
mp-18807,"{'Zn': 2.0, 'V': 2.0, 'O': 7.0}",0.032445805454526244,-2.1499624244318167
mp-18812,"{'V': 1.0, 'Nd': 1.0, 'O': 4.0}",0.0,-3.1910397
mp-18821,"{'Y': 5.0, 'O': 12.0, 'Mo': 2.0}",0.0013484377631396427,-3.3675350565789484
mp-18828,"{'Fe': 1.0, 'Tl': 1.0, 'O': 2.0}",0.185982884375,-1.3014474368750006
mp-18829,"{'Zn': 1.0, 'Mo': 1.0, 'O': 6.0, 'Sr': 2.0}",0.025230981500000027,-2.59565081975
mp-18841,"{'La': 1.0, 'O': 3.0, 'Cr': 1.0}",0.0851903974999999,-3.10828945025
mp-18845,"{'Fe': 1.0, 'W': 1.0, 'Ba': 2.0, 'O': 6.0}",0.02778919399999857,-2.6055682837500007
mp-18850,"{'Y': 1.0, 'Mn': 2.0, 'O': 5.0, 'Ba': 1.0}",0.0,-2.7981695589920688
mp-18863,"{'Pr': 1.0, 'O': 4.0, 'Cr': 1.0}",0.0,-2.743556139166666
mp-18868,"{'Fe': 1.0, 'Mo': 2.0, 'O': 8.0, 'Rb': 1.0}",0.00025564583333448354,-2.1260346633333334
mp-18880,"{'Er': 1.0, 'V': 1.0, 'O': 4.0}",0.0358132916666527,-3.1919513941666664
mp-189,"{'Ru': 1.0, 'Si': 1.0}",0.0,-0.65174517125
mp-18903,"{'W': 1.0, 'Cd': 1.0, 'O': 6.0, 'Sr': 2.0}",0.08152678849999972,-2.5508153617500002
mp-18912,"{'S': 1.0, 'Na': 5.0, 'Ni': 1.0, 'O': 2.0}",0.13786478604166594,-1.1949640390625005
mp-18921,"{'Na': 1.0, 'O': 2.0, 'Co': 1.0}",0.0,-1.601393018125
mp-18925,"{'Li': 6.0, 'O': 4.0, 'Co': 1.0}",0.0,-1.9582997281818184
mp-18926,"{'La': 3.0, 'Ni': 2.0, 'O': 7.0}",0.022911300000000526,-2.7463198034375
mp-18927,"{'Zr': 3.0, 'Ni': 1.0, 'O': 1.0}",0.4794639251999993,-0.9073493702500002
mp-18937,"{'V': 2.0, 'O': 3.0}",0.011643768249998132,-2.5225095997500007
mp-18962,"{'Ca': 1.0, 'Mo': 1.0, 'O': 6.0, 'Sr': 2.0}",0.07283942949999833,-2.8966893547500008
mp-18965,"{'Ba': 1.0, 'O': 3.0, 'Co': 1.0}",0.0,-2.07012614875
mp-18978,"{'Mn': 1.0, 'O': 4.0, 'Sr': 2.0}",0.006333909107143931,-2.7073474796199
mp-18983,"{'Er': 1.0, 'Ni': 1.0, 'O': 3.0}",0.0,-2.4238950072500005
mp-18987,"{'P': 2.0, 'Li': 1.0, 'O': 7.0, 'Mo': 1.0}",0.0,-2.628543158630952
mp-18990,"{'Mn': 1.0, 'Ba': 2.0, 'O': 12.0, 'B': 6.0}",0.0,-2.9685911136828245
mp-18991,"{'Ni': 4.0, 'O': 8.0, 'Ba': 1.0}",0.013365711826922144,-1.0998449430769226
mp-190,"{'Re': 1.0, 'O': 3.0}",0.0015580724999999518,-2.1532277534375
mp-1900,"{'Ca': 1.0, 'As': 3.0}",0.0,-0.5602697137500003
mp-19011,"{'Te': 1.0, 'Ni': 1.0, 'O': 6.0, 'Ba': 2.0}",0.0,-2.2307627722500003
mp-1902,"{'Pd': 1.0, 'Mn': 1.0}",0.012226012499999328,-0.1888083056896548
mp-19029,"{'O': 8.0, 'Cr': 4.0, 'Rb': 1.0}",0.03716152471154999,-2.1462277469230773
mp-19033,"{'W': 1.0, 'O': 3.0}",0.00023540749999995117,-2.1839868309374992
mp-19039,"{'Cd': 1.0, 'O': 4.0, 'Mo': 1.0}",0.0,-1.8926400483333337
mp-19042,"{'Ca': 3.0, 'Mn': 2.0, 'O': 7.0}",0.016265049722221647,-2.6575923261190515
mp-19044,"{'Fe': 1.0, 'Na': 2.0, 'O': 4.0}",0.0663802192857128,-1.4287936807142867
mp-19053,"{'La': 1.0, 'V': 1.0, 'O': 3.0}",0.17120238600000093,-3.1151046302500007
mp-19055,"{'Ho': 1.0, 'O': 4.0, 'Cr': 1.0}",0.022444830833341808,-2.7748608091666664
mp-19063,"{'Er': 1.0, 'O': 3.0, 'Cr': 1.0}",0.0,-3.23844360325
mp-19070,"{'Mn': 2.0, 'O': 7.0, 'Sr': 3.0}",0.024207715138889085,-2.610013627785717
mp-19071,"{'Si': 1.0, 'O': 4.0, 'Co': 2.0}",0.0360733549999992,-2.1368338164285725
mp-19077,"{'As': 1.0, 'O': 4.0, 'Cr': 1.0}",0.0,-1.9562828604166664
mp-19081,"{'Mn': 1.0, 'O': 4.0, 'Mo': 1.0}",0.0,-2.1397739103898856
mp-19088,"{'V': 5.0, 'Ba': 5.0, 'O': 14.0}",0.025328131224993555,-2.8311371090624995
mp-19092,"{'W': 1.0, 'O': 4.0, 'Co': 1.0}",0.0,-1.9399482633333336
mp-19093,"{'U': 1.0, 'Ni': 1.0, 'O': 6.0, 'Ba': 2.0}",0.0,-3.0383663222500004
mp-19100,"{'Ca': 1.0, 'Mo': 1.0, 'O': 6.0, 'Sr': 2.0}",0.06496467349999957,-2.9045641107499987
mp-19110,"{'O': 7.0, 'P': 2.0, 'Ba': 1.0, 'Cr': 1.0}",0.0,-2.9050958354491336
mp-1912,"{'Zn': 1.0, 'Ag': 1.0}",0.006977487631579128,-0.034365569999999845
mp-19120,"{'O': 4.0, 'Mg': 1.0, 'Cr': 1.0}",0.0,-2.2134398408333333
mp-19123,"{'V': 1.0, 'Li': 1.0, 'O': 4.0, 'Rb': 2.0}",0.0,-2.3827692312499997
mp-19124,"{'Ca': 3.0, 'Mn': 2.0, 'O': 7.0}",0.058211570555554815,-2.6156458052857183
mp-19133,"{'V': 1.0, 'Y': 1.0, 'O': 4.0}",0.0,-3.2064525133333333
mp-19134,"{'P': 2.0, 'Ca': 1.0, 'O': 7.0, 'Cr': 1.0}",8.121681818096249e-05,-2.887152609994589
mp-19144,"{'W': 2.0, 'O': 7.0, 'Rb': 2.0}",0.0,-2.280652726250001
mp-19149,"{'Na': 1.0, 'Ni': 1.0, 'O': 2.0}",0.0,-1.2191856293750003
mp-19156,"{'Mn': 1.0, 'O': 3.0, 'Ba': 1.0}",0.007699808666679964,-2.472896876217861
mp-19159,"{'Pd': 1.0, 'W': 1.0, 'Ca': 2.0, 'O': 6.0}",0.3401851420000126,-2.1898882247500007
mp-19161,"{'W': 1.0, 'Ca': 2.0, 'O': 6.0, 'Co': 1.0}",0.0,-2.63750431875
mp-19162,"{'La': 1.0, 'V': 1.0, 'O': 4.0}",0.0,-3.241644237916667
mp-19169,"{'V': 1.0, 'Pr': 1.0, 'O': 4.0}",0.0,-3.1819982899999992
mp-19178,"{'O': 2.0, 'Ag': 1.0, 'Co': 1.0}",0.0,-1.0454290731250009
mp-19185,"{'Mn': 3.0, 'O': 6.0, 'B': 2.0}",0.0,-2.448720147986478
mp-19187,"{'Zr': 1.0, 'Na': 2.0, 'P': 4.0, 'O': 14.0, 'Co': 1.0}",0.02675144332071344,-2.7557341679491345
mp-19190,"{'Ni': 1.0, 'O': 2.0, 'Sr': 1.0}",0.12043804999999976,-1.893533450625
mp-19194,"{'P': 2.0, 'Mn': 1.0, 'O': 7.0, 'Ba': 1.0}",0.005969526818182303,-2.929460222934526
mp-19197,"{'O': 5.0, 'Ba': 3.0, 'Cr': 1.0}",0.002068298333327334,-2.755918337916666
mp-19199,"{'Sm': 2.0, 'Ni': 1.0, 'O': 5.0, 'Ba': 1.0}",0.0,-3.0053203806944437
mp-19205,"{'Er': 1.0, 'V': 1.0, 'O': 3.0}",0.0,-3.3178781307500005
mp-19210,"{'Pt': 1.0, 'O': 2.0, 'Co': 1.0}",0.0,-1.1237892118749997
mp-19214,"{'V': 1.0, 'Ce': 1.0, 'O': 4.0}",0.04852114499999871,-3.1679652908333344
mp-19218,"{'Fe': 2.0, 'O': 5.0, 'Sr': 3.0}",0.0,-2.5402149836250003
mp-19219,"{'V': 1.0, 'Li': 3.0, 'O': 4.0}",0.0,-2.5143019737499994
mp-19230,"{'Na': 1.0, 'K': 3.0, 'Cr': 2.0, 'O': 8.0}",0.002212338928579527,-2.0734118232142857
mp-19238,"{'Pt': 3.0, 'O': 6.0, 'Co': 1.0}",0.0,-1.0443776972499996
mp-19242,"{'Y': 1.0, 'Ni': 1.0, 'O': 3.0}",0.0,-2.38218328425
mp-19247,"{'Sc': 1.0, 'V': 1.0, 'O': 4.0}",0.0,-3.0582747258333334
mp-19248,"{'Sm': 2.0, 'Ba': 1.0, 'O': 5.0, 'Co': 1.0}",0.0,-3.1046485956944454
mp-19251,"{'Li': 1.0, 'O': 4.0, 'Cr': 1.0, 'Rb': 1.0}",0.00021661285714191791,-2.111231382142857
mp-1926,"{'Fe': 2.0, 'Ho': 1.0}",0.0,-0.1013051650000006
mp-19262,"{'Cd': 1.0, 'O': 4.0, 'Cr': 2.0}",0.0,-2.1442319028571437
mp-19270,"{'Fe': 1.0, 'Ti': 1.0, 'O': 3.0}",0.022649387000001298,-2.790838701083333
mp-19271,"{'O': 3.0, 'Ba': 1.0, 'Cr': 1.0}",0.07623427887500345,-2.5351896662499995
mp-19274,"{'Pr': 1.0, 'Mn': 2.0, 'O': 6.0, 'Ba': 1.0}",0.020699807333333098,-2.7004402892178616
mp-1929,"{'Nd': 1.0, 'B': 6.0}",0.0,-0.4760002678571423
mp-19290,"{'As': 2.0, 'Mn': 2.0, 'O': 7.0}",0.0,-1.917176894857147
mp-19292,"{'As': 2.0, 'O': 6.0, 'Co': 1.0}",0.0,-1.6505258747222216
mp-19310,"{'Na': 3.0, 'N': 6.0, 'O': 12.0, 'Co': 1.0}",0.06839618315371432,-1.1749831790581828
mp-19318,"{'O': 4.0, 'Ag': 2.0, 'Mo': 1.0}",0.00031228892857182444,-1.3145433049999995
mp-19323,"{'V': 1.0, 'Sm': 1.0, 'O': 4.0}",0.0,-3.205146656666667
mp-19324,"{'W': 1.0, 'Ca': 2.0, 'Mg': 1.0, 'O': 6.0}",0.0,-3.00547367575
mp-1933,"{'N': 1.0, 'Cu': 3.0}",0.18947214690500047,0.18947214690500047
mp-19330,"{'Ca': 1.0, 'O': 4.0, 'Mo': 1.0}",0.0,-2.712723470833332
mp-19331,"{'Ni': 1.0, 'O': 3.0, 'Mn': 1.0}",0.0,-1.498097105217863
mp-19336,"{'Co': 1.0, 'Nd': 2.0, 'O': 6.0, 'Mn': 1.0}",0.0,-2.820173266983931
mp-19339,"{'La': 1.0, 'Ni': 1.0, 'O': 3.0}",0.0,-2.3778523062500008
mp-19349,"{'Na': 1.0, 'Si': 2.0, 'Mn': 1.0, 'O': 6.0}",0.008578212437492459,-2.8008479729839317
mp-19366,"{'Fe': 2.0, 'O': 4.0, 'Lu': 1.0}",0.07749202919644027,-2.5567900550000005
mp-19372,"{'W': 1.0, 'O': 2.0}",0.0,-2.0323614325
mp-19373,"{'V': 1.0, 'Li': 1.0, 'O': 3.0}",0.020126461500000303,-2.4202105772500007
mp-19374,"{'K': 2.0, 'Sr': 1.0, 'Ni': 1.0, 'O': 12.0, 'N': 6.0}",0.07143472378581882,-1.3052255731490912
mp-19375,"{'Se': 2.0, 'Ce': 1.0, 'O': 1.0, 'Cr': 1.0}",0.0,-1.8944871956875005
mp-19377,"{'La': 2.0, 'Li': 1.0, 'O': 6.0, 'Mo': 1.0}",0.002160403333341776,-3.1146076337500004
mp-19381,"{'Dy': 1.0, 'O': 3.0, 'Cr': 1.0}",0.0,-3.2269305897500002
mp-19395,"{'Mn': 1.0, 'O': 2.0}",0.0,-1.8105353591131037
mp-19399,"{'O': 3.0, 'Cr': 2.0}",0.0,-2.34880271575
mp-1940,"{'Th': 2.0, 'N': 3.0}",0.1184056258413353,-1.5884036954279992
mp-19419,"{'Fe': 1.0, 'Li': 1.0, 'O': 2.0}",0.34463473625000063,-1.7317002456249997
mp-19420,"{'W': 1.0, 'Mg': 1.0, 'O': 6.0, 'Sr': 2.0}",0.0,-2.99812830125
mp-19422,"{'S': 3.0, 'Na': 3.0, 'V': 1.0, 'O': 1.0}",0.11278008742187495,-1.500484307929688
mp-19424,"{'Ti': 1.0, 'O': 3.0, 'Co': 1.0}",0.0,-2.659033747083334
mp-19433,"{'Sc': 1.0, 'Li': 1.0, 'O': 8.0, 'Mo': 3.0}",0.13560535423076736,-2.386489636923078
mp-19434,"{'Pr': 2.0, 'Ni': 1.0, 'O': 4.0}",0.06019627357142721,-2.8871546592857142
mp-19443,"{'W': 1.0, 'O': 3.0}",0.0003473449999997769,-2.1838748934374994
mp-19447,"{'Cs': 2.0, 'V': 1.0, 'Na': 1.0, 'O': 4.0}",0.0,-2.318143518125
mp-19449,"{'Na': 1.0, 'Cd': 1.0, 'V': 1.0, 'O': 4.0}",0.0,-2.1453525107142863
mp-19450,"{'Sc': 1.0, 'Tl': 1.0, 'O': 8.0, 'Mo': 2.0}",0.0,-2.418984985
mp-19456,"{'Al': 1.0, 'V': 2.0, 'O': 4.0}",0.022106429791667992,-2.7156596485714286
mp-1948,"{'La': 1.0, 'Ag': 1.0}",0.0,-0.2617377787499997
mp-1950,"{'S': 2.0, 'Sr': 1.0}",0.010899530000003209,-1.827360514375
mp-1952,"{'Al': 13.0, 'Ba': 7.0}",0.021351067400000368,-0.2114463990000001
mp-19592,"{'Se': 6.0, 'Mn': 1.0, 'O': 1.0, 'Nd': 4.0}",0.0,-1.9663377329293183
mp-19598,"{'Gd': 1.0, 'O': 3.0, 'Cr': 1.0}",0.0,-3.1626704272499992
mp-19610,"{'Ca': 3.0, 'Mn': 2.0, 'O': 7.0}",0.026153138472222004,-2.6477042373690507
mp-19646,"{'V': 2.0, 'K': 2.0, 'Mn': 1.0, 'O': 7.0}",0.0,-2.4095775530074426
mp-19652,"{'S': 4.0, 'V': 2.0, 'Ba': 3.0, 'O': 3.0}",0.04655549664061986,-2.3220567283333344
mp-19680,"{'La': 1.0, 'W': 2.0, 'O': 8.0, 'Rb': 1.0}",0.0,-2.678702979791666
mp-19698,"{'V': 3.0, 'O': 8.0, 'Rb': 1.0}",0.0,-2.384202574583334
mp-19707,"{'Zn': 2.0, 'V': 2.0, 'O': 7.0}",0.0,-2.182408229886363
mp-19712,"{'Pr': 1.0, 'Pb': 1.0, 'Ag': 1.0}",0.0,-0.4701336766666671
mp-19721,"{'Nb': 1.0, 'O': 4.0, 'Gd': 1.0}",0.0,-3.5445069016666677
mp-19722,"{'S': 4.0, 'Cu': 2.0, 'Mn': 1.0, 'Sn': 1.0}",0.0,-0.7403965259536642
mp-1973,"{'Nb': 1.0, 'Ga': 3.0}",0.0,-0.3009328037500003
mp-19731,"{'Pd': 1.0, 'Ce': 1.0, 'Mg': 1.0}",0.0,-0.5671093327777778
mp-19732,"{'Cs': 2.0, 'Pb': 1.0, 'N': 6.0, 'O': 12.0, 'Cu': 1.0}",0.06718124100298706,-1.1161245322400013
mp-19738,"{'Er': 1.0, 'Si': 1.0, 'Mn': 1.0}",0.03532527408867025,-0.5297806004597696
mp-19740,"{'In': 1.0, 'Y': 1.0, 'Pt': 1.0}",0.0,-1.0084757555555552
mp-19746,"{'S': 2.0, 'Nb': 1.0, 'Pb': 1.0}",0.0,-1.2143124532812504
mp-19749,"{'C': 1.0, 'Pr': 3.0, 'In': 1.0}",1.8148282703333345,1.55080098225
mp-19753,"{'Pd': 2.0, 'Gd': 1.0, 'Si': 2.0}",0.0,-0.9404479870000004
mp-19758,"{'Sm': 3.0, 'C': 1.0, 'Pb': 1.0}",1.730277415499999,1.5781903862499995
mp-19763,"{'Eu': 1.0, 'Ge': 3.0, 'Pt': 1.0}",0.0,-0.6610679860000005
mp-19766,"{'Pd': 1.0, 'Ce': 1.0, 'Sn': 1.0}",0.014360685833333163,-0.8250078166666657
mp-19777,"{'In': 1.0, 'Yb': 3.0, 'C': 1.0}",0.27728195333333394,0.0012469542499999875
mp-19782,"{'In': 1.0, 'Cu': 1.0, 'Tb': 1.0}",0.0,-0.4270928011111105
mp-19787,"{'Ru': 2.0, 'Ge': 2.0, 'Sr': 1.0}",0.0,-0.503759076
mp-19794,"{'Eu': 1.0, 'P': 1.0, 'Sn': 1.0}",0.0,-0.8134470110317468
mp-19799,"{'F': 6.0, 'Pb': 1.0, 'Ba': 1.0}",0.0,-3.0549235371425003
mp-19810,"{'Ta': 1.0, 'Te': 2.0, 'Ni': 1.0}",0.0,-0.3836816137500003
mp-19813,"{'Gd': 1.0, 'Ba': 2.0, 'O': 7.0, 'Cu': 3.0}",0.01570948716346443,-2.181284370288461
mp-19824,"{'Ca': 1.0, 'Ge': 2.0, 'Mn': 2.0}",0.0,-0.3372458425517231
mp-1984,"{'S': 2.0, 'Ta': 1.0}",0.0,-1.4940401593750003
mp-19857,"{'P': 2.0, 'Mn': 2.0, 'Ba': 1.0}",0.0,-0.7597768817898185
mp-19875,"{'Gd': 1.0, 'Ru': 1.0, 'Si': 1.0}",0.0,-0.8112716033333326
mp-19878,"{'Yb': 1.0, 'Ge': 1.0, 'Mn': 1.0}",0.060260103180075575,-0.3864368679597702
mp-19901,"{'Au': 1.0, 'In': 1.0, 'Eu': 1.0}",0.0,-0.6834880699999992
mp-19904,"{'Zr': 1.0, 'Sb': 1.0, 'Ni': 2.0}",0.14698316249999974,-0.4110031999999997
mp-19907,"{'In': 2.0, 'Se': 3.0}",0.3163601923333328,-0.2175576791562502
mp-19908,"{'F': 3.0, 'Eu': 1.0}",0.0,-3.811926859642501
mp-19910,"{'Ce': 2.0, 'Ni': 2.0, 'Mg': 1.0}",0.0,-0.3141126330000006
mp-19911,"{'Tm': 1.0, 'In': 5.0, 'Co': 1.0}",0.0,-0.2233058357142857
mp-19912,"{'Se': 3.0, 'U': 1.0, 'Mn': 1.0}",0.13919693853846127,-0.6666360704321128
mp-19913,"{'In': 2.0, 'P': 4.0, 'Ba': 3.0}",0.0,-0.7965754108201055
mp-19914,"{'Gd': 1.0, 'Rb': 1.0, 'Te': 4.0}",0.0,-0.9498892358333342
mp-19924,"{'S': 1.0, 'Se': 1.0, 'U': 1.0}",0.0,-1.510664670885416
mp-19926,"{'La': 2.0, 'Be': 2.0, 'Ge': 1.0, 'O': 7.0}",0.0,-3.292131806562501
mp-19945,"{'Gd': 2.0, 'Ge': 2.0, 'Mg': 1.0}",0.0,-0.7611957029999985
mp-19947,"{'Pu': 2.0, 'Sn': 1.0, 'Pt': 2.0}",0.590343037000002,0.025157526249999763
mp-19958,"{'Gd': 3.0, 'C': 1.0, 'Pb': 1.0}",1.5805323065000003,1.5306394512500006
mp-19962,"{'Sn': 2.0, 'Pt': 1.0}",0.0,-0.4557487766666668
mp-19968,"{'In': 2.0, 'Ca': 1.0, 'Cu': 1.0}",0.011699217499999914,-0.3247851650000002
mp-19974,"{'In': 2.0, 'Ag': 1.0}",0.0,-0.03978832999999978
mp-19975,"{'Pr': 1.0, 'O': 4.0, 'Sr': 2.0}",0.05494250964285996,-3.084112085
mp-19977,"{'In': 3.0, 'Sm': 1.0}",0.0,-0.4626887750000002
mp-19983,"{'Ti': 1.0, 'Sn': 1.0, 'Cu': 1.0}",0.009833901145829492,-0.22164483722222167
mp-19985,"{'In': 1.0, 'Tl': 1.0, 'P': 2.0, 'Se': 6.0}",0.0,-0.2844004332752981
mp-19989,"{'In': 8.0, 'Ce': 2.0, 'Co': 1.0}",0.0001602427272731077,-0.3222948877272729
mp-19990,"{'Ba': 1.0, 'O': 3.0, 'Ti': 1.0}",1.820529656,-1.6856425340833339
mp-19991,"{'Pd': 1.0, 'In': 4.0, 'Sr': 1.0}",0.0,-0.4692324866666666
mp-19992,"{'La': 6.0, 'U': 1.0, 'O': 12.0}",0.0,-3.9606740471052633
mp-19996,"{'Nb': 1.0, 'Ba': 2.0, 'O': 6.0, 'Gd': 1.0}",0.0,-3.43165372525
mp-2,{'Pd': 1.0},0.0,0.0
mp-20002,"{'S': 4.0, 'Fe': 1.0, 'Sn': 1.0, 'Ag': 2.0}",0.08370450812499985,-0.57991451328125
mp-20010,"{'Dy': 1.0, 'Ge': 1.0, 'Cu': 1.0}",0.0,-0.6897198433333328
mp-20015,"{'As': 2.0, 'Pb': 1.0, 'O': 6.0}",0.0,-1.7539710319444444
mp-20022,"{'Ir': 1.0, 'Ge': 1.0, 'Ce': 1.0}",0.0,-0.8735281441666665
mp-20033,"{'Ir': 1.0, 'Sn': 1.0}",0.0,-0.2246385024999995
mp-20037,"{'In': 1.0, 'Pr': 1.0, 'Rh': 1.0}",0.0,-0.7016475800000003
mp-20038,"{'Eu': 1.0, 'P': 2.0, 'Co': 2.0}",0.0,-0.8935191562380951
mp-20040,"{'Pd': 3.0, 'Eu': 1.0, 'B': 1.0}",0.037907423928569266,-0.5025149503333338
mp-20048,"{'U': 1.0, 'Ni': 4.0, 'P': 2.0}",0.0,-0.6657246780272104
mp-20051,"{'Pt': 4.0, 'Ce': 1.0, 'B': 1.0}",0.0,-0.7710595352777775
mp-20064,"{'Dy': 1.0, 'Ga': 2.0}",0.0,-0.6448813299999999
mp-20070,"{'Gd': 1.0, 'Ge': 1.0, 'Ti': 1.0}",0.008156561666666562,-0.6757775955555552
mp-20085,"{'La': 1.0, 'Ge': 3.0, 'Ti': 1.0}",0.0,-0.7185352538333334
mp-20086,"{'Mn': 1.0, 'Sn': 2.0}",0.014233469540229747,0.014233469540230931
mp-20097,"{'C': 1.0, 'Pb': 1.0, 'Pt': 3.0}",0.4554500142499993,0.37946113025000017
mp-20104,"{'S': 2.0, 'Ag': 3.0, 'Rb': 1.0}",0.14455482361110938,-0.4716261230208338
mp-20119,"{'O': 2.0, 'Pt': 1.0}",0.7892922499999999,-0.15158663749999945
mp-20129,"{'Ba': 1.0, 'O': 3.0, 'Tb': 1.0}",0.08700575949999399,-3.1398553645833345
mp-20137,"{'Dy': 1.0, 'Ge': 2.0, 'Pt': 2.0}",0.07167582700000086,-0.8015735839999991
mp-20146,"{'Zr': 2.0, 'Ni': 2.0, 'Sn': 1.0}",0.024118384000001214,-0.5686883499999993
mp-20149,"{'Gd': 1.0, 'Mg': 2.0, 'Ag': 1.0}",0.09345091625000013,-0.09448833874999972
mp-20151,"{'Al': 2.0, 'Eu': 1.0, 'Ge': 2.0}",0.0,-0.4258091729999997
mp-20158,"{'Pb': 1.0, 'O': 2.0}",0.10590563666666776,-1.2165709608333326
mp-20159,"{'C': 1.0, 'Sn': 1.0, 'Ce': 3.0}",2.033718111333333,1.6482787842500002
mp-2016,"{'Pr': 1.0, 'Ni': 2.0}",0.0,-0.2793084099999999
mp-20163,"{'S': 3.0, 'Th': 2.0}",0.0,-2.3581551259375004
mp-20171,"{'Pu': 1.0, 'Si': 2.0, 'Ni': 2.0}",0.0,-0.6527715493749995
mp-20172,"{'Er': 1.0, 'Ge': 1.0, 'Mn': 1.0}",0.06864743287356312,-0.4992180404597697
mp-20175,"{'Sc': 2.0, 'In': 1.0, 'C': 1.0}",0.017271178554687516,-0.5495325209374995
mp-20182,"{'Gd': 1.0, 'C': 1.0, 'Rh': 3.0}",0.0,-0.4668666627500002
mp-20198,"{'Ir': 1.0, 'Ca': 1.0, 'O': 3.0}",0.6602073660000016,-1.4491892027499986
mp-20203,"{'P': 1.0, 'Mn': 1.0, 'Cu': 1.0}",0.25397445833333343,-0.15751269149151526
mp-20206,"{'In': 3.0, 'Th': 1.0}",0.0,-0.3628846750000001
mp-20213,"{'S': 4.0, 'Yb': 2.0, 'Mn': 1.0}",0.3085900264285701,-1.5946227989470454
mp-20219,"{'Te': 3.0, 'Cs': 1.0, 'U': 1.0, 'Cu': 1.0}",0.0,-0.7321852600000002
mp-20220,"{'In': 1.0, 'Ca': 1.0, 'Rh': 1.0}",0.0,-0.5572122858333337
mp-20224,"{'Pd': 1.0, 'Gd': 1.0, 'In': 1.0}",0.0,-0.8143914394444446
mp-20226,"{'Ir': 1.0, 'Ge': 1.0, 'U': 1.0}",0.0,-0.5731379041666665
mp-20240,"{'Pd': 1.0, 'In': 2.0, 'Yb': 1.0}",0.0,-0.6788047887499999
mp-20241,"{'P': 6.0, 'Mg': 4.0, 'Rh': 7.0}",0.0,-0.7694054169747898
mp-20242,"{'As': 1.0, 'Mn': 1.0, 'Rb': 1.0}",0.03778264079022975,-0.2488903121264361
mp-20254,"{'Te': 2.0, 'Na': 2.0, 'O': 7.0}",0.0,-1.7024629589772722
mp-20261,"{'Se': 4.0, 'Mn': 1.0, 'Ga': 2.0}",0.0,-0.562256632250616
mp-20265,"{'In': 2.0, 'Li': 1.0, 'Pt': 1.0}",0.0,-0.5084112474999998
mp-20277,"{'Eu': 1.0, 'O': 2.0, 'Rb': 1.0}",0.0,-2.535659499374999
mp-20285,"{'Na': 1.0, 'O': 4.0, 'Pt': 3.0}",0.0,-1.0869228543749996
mp-20292,"{'Si': 2.0, 'Rh': 2.0, 'Np': 1.0}",0.0710791002500013,-0.5871195947499999
mp-20308,"{'Tm': 1.0, 'Ru': 1.0, 'Si': 1.0}",0.0,-0.8638476825
mp-20315,"{'In': 1.0, 'C': 1.0, 'Ti': 2.0}",0.0,-0.6739481092708344
mp-20322,"{'La': 1.0, 'Ge': 2.0, 'Cu': 2.0}",0.0,-0.5614228474999997
mp-20325,"{'In': 1.0, 'C': 1.0, 'Ti': 3.0}",0.0,-0.5486080097500008
mp-20329,"{'In': 1.0, 'O': 2.0, 'Ag': 1.0}",6.238000000013955e-05,-1.4175673681249998
mp-20332,"{'Pd': 1.0, 'Gd': 1.0, 'Mg': 1.0}",0.0,-0.6820567166666657
mp-20350,"{'C': 1.0, 'Dy': 1.0, 'Co': 1.0}",0.0,-0.3155544512499991
mp-20385,"{'In': 1.0, 'C': 1.0, 'Nd': 3.0}",0.0,-0.3242837907499997
mp-20397,"{'Te': 4.0, 'In': 2.0, 'Sr': 1.0}",0.0,-0.7379265628571429
mp-20400,"{'Ce': 1.0, 'Ge': 2.0, 'Pt': 2.0}",0.0,-0.9025403209999994
mp-20404,"{'Pd': 2.0, 'In': 1.0, 'Sm': 2.0}",0.0,-0.8418282910000002
