composition,gfa
Cr20(Co7C3)3,True
Cr20(Fe7C3)3,True
Cr20Fe23C7,False
Cr20Ni61P19,True
Cr21Co18C11,True
Cr22(Ni7Mo19)3,True
Cr22Co19C9,True
Cr22Ni17Mo61,False
Cr23(Fe5P2)11,True
Cr23Co20C7,False
Cr23Ni17Mo10,True
Cr23Ni34Mo43,True
Cr24(NiMo)13,True
Cr24.5Fe56B19.5,True
Cr24Co17C9,True
Cr24Fe55B21,True
Cr24Fe56.5P19.5,True
Cr24Ni11Mo15,True
Cr25Fe57.5B17.5,True
Cr25Fe57.5P17.5,True
Cr25Ni56P19,True
Cr26Fe59.5P14.5,True
Cr26Fe60.5P13.5,True
Cr26Ni19Mo5,True
Cr27Fe62B11,True
Cr27Ni15Mo8,True
Cr27Ni8Mo15,True
Cr2Co18B5,True
Cr2Co2B,True
Cr2Co2C,True
Cr2Fe18B5,True
Cr2Fe18P5,True
Cr2Fe21B2,True
Cr2Fe22B,True
Cr2Fe2B,True
Cr2Fe7B,False
Cr2Ni2P,True
Cr3(Fe10B)2,False
Cr30Ni51P19,True
Cr32Ni43Mo25,True
Cr35Ni27Mo38,True
Cr38Ni37Mo25,True
Cr39Ni28Mo33,True
Cr3Co13B4,True
Cr3Co5B2,True
Cr3Fe13B4,True
Cr3Fe14B3,True
Cr3Fe15B2,False
Cr3Fe15C2,False
Cr3Fe21B,False
Cr3Fe37B10,True
Cr3Fe37P10,True
Cr3Fe5B2,True
Cr3Ge18Pd79,True
Cr3Ni13P4,True
Cr3Ni5B2,True
Cr3Ni77P20,True
Cr3NiP,True
Cr3Si10Pd37,True
Cr3Si20Pd77,True
Cr4(Fe27B5)3,True
Cr40Fe47C13,False
Cr42Ni31Mo27,True
Cr43.5Ni40.5P16,True
Cr4Fe13B3,True
Cr4Fe19B2,False
Cr4Fe20B,False
Cr4Fe41B5,False
Cr4Fe43B3,True
Cr4Fe45B,True
Cr4P,False
Cr5(Fe13B2)3,True
Cr5(Fe14B)3,True
Cr5(Fe4B)3,True
Cr5(Fe4B)4,True
Cr5(Fe4B)9,True
Cr5(Fe9B)2,False
Cr5(Fe9C)2,False
Cr5(Ni4P)19,True
Cr53Ni18Mo29,True
Cr55.93Ni28.93P15.14,True
Cr56Ni39Mo5,True
Cr58(Ni9P5)3,True
Cr59.81Ni25.31P14.88,True
Cr5Co11B4,True
Cr5Co3B2,True
Cr5Fe11B4,True
Cr5Fe17B3,True
Cr5Fe19B,False
Cr5Fe37B8,True
Cr5Fe38B7,True
Cr5Fe41B4,True
Cr5Fe43B2,True
Cr5Fe44B,True
Cr5Fe77B18,True
Cr5Fe79B16,True
Cr5Fe81B14,True
Cr5Fe83B12,True
Cr5Fe87B8,False
Cr5Fe89B6,False
Cr5Fe91B4,False
Cr5Ge18Pd77,True
Cr5Ni11B4,True
Cr5Ni3P2,True
Cr6.6Fe79B14.4,True
Cr69.6Ni16.2P14.2,False
Cr6Co14C5,False
Cr6Co15C4,False
Cr6Fe11B3,True
Cr6Fe16B3,True
Cr6Fe17B2,False
Cr6Fe39B5,False
Cr6Fe41B3,False
Cr6Fe43B,False
Cr7(Co7C2)2,False
Cr7(Fe26B5)3,True
Cr7(Ge6Pd25)3,True
Cr7.5Co67.5B25,True
Cr72.5Ni13.5P14,False
Cr73Fe10P17,True
Cr74Fe9P17,True
Cr7Co13C5,True
Cr7Fe34B9,True
Cr7Fe35B8,True
Cr7Fe36B7,True
Cr7Fe37B6,True
Cr7Fe38B5,False
Cr7Fe39B4,False
Cr7Fe40B3,False
Cr7Fe41B2,False
Cr7Fe42B,False
Cr7Fe76P17,True
Cr7Fe77B16,True
Cr7Fe79B14,True
Cr7Fe9B4,True
Cr7Ni34P9,True
Cr7Ni73P20,True
Cr7NiP2,False
Cr7Si20Pd73,True
Cr8(Fe13B)3,False
Cr85(Fe2B3)3,True
Cr87P13,False
Cr8Co12C5,True
Cr8Co13C4,False
Cr8Fe41B,False
Cr9(Co3C)4,False
Cr9Co11C5,True
Cr9Co7B4,True
Cr9Fe35B6,True
Cr9Fe36B5,False
Cr9Fe37B4,False
Cr9Fe38B3,False
Cr9Fe76B15,True
Cr9Ni31P10,True
CrCo3B,True
CrCo7B2,True
CrCo7P2,True
CrFe15B4,True
CrFe16B3,True
CrFe17B2,False
CrFe18C,False
CrFe19B5,True
CrFe19P5,True
CrFe39P10,True
CrFe3B,True
CrFe79B20,True
CrFe7B2,True
CrFe8B,False
CrNi15P4,True
CrNi3B,True
CrNi3P,True
CrNi7B2,True
CrNi7P2,True
CrSi10Pd39,True
CrSi20Pd79,True
CrSi4Pd15,True
CrSi5Pd19,True
Cu(Ni25P8)3,False
Cu(Ni5P)4,False
Cu1.7Si16.5Pd81.8,True
Cu10Si15.8Pd74.2,True
Cu10Si16.5Pd73.5,True
Cu10Si17Pd73,True
Cu11Si19.5Pd69.5,True
Cu12.5Si16.5Pd71,True
Cu12.5Si17Pd70.5,True
Cu12Ni67P21,False
Cu12Si15.5Pd72.5,True
Cu13(Ni22P7)3,False
Cu13(Ni23P6)3,False
Cu13Ag12,False
Cu13Ni67P20,False
Cu14.4Ni65.6P20,True
Cu14.5Si16.5Pd69,True
Cu14Si15.1Pd70.9,True
Cu15Si16.5Pd68.5,True
Cu15Si16Pd69,True
Cu16.5Si16.5Pd67,True
Cu19Si16.5Pd64.5,True
Cu2(Ni13P3)3,True
Cu20.9Si16.5Pd62.6,True
Cu26.7Si16.5Pd56.8,False
Cu2Ag2Ge,True
Cu2Ni18P5,True
Cu2Ni37P11,True
Cu2Si17.25Pd80.75,True
Cu3.5Si16.5Pd80,True
Cu37.5Ag37.5Ge25,True
Cu38.75Ag38.75Ge22.5,True
Cu3Ni17P5,True
Cu3Ni36P11,True
Cu3Ni37P10,True
Cu3Ni38P9,True
Cu3Ni73P24,False
Cu3Ni80B17,True
Cu3Ni81P16,False
Cu3Si17Pd80,True
Cu4.2Si16.5Pd79.3,True
Cu4.5Si18Pd77.5,True
Cu4Ni35P11,True
Cu4Ni37P9,True
Cu4Si16.5Pd79.5,True
Cu4Si16.9Pd79.1,True
Cu4Si9Pd37,True
Cu5(Ni4P)9,True
Cu5.7Si20.5Pd73.8,True
Cu5.8Si19.5Pd74.7,True
Cu5.9Si17.5Pd76.6,True
Cu5.9Si18.5Pd75.6,True
Cu52.8Ni27.2P20,True
Cu5Ni34P11,True
Cu6(SiPd3)11,True
Cu6.1Si15.5Pd78.4,True
Cu6.7Si16.5Pd76.8,True
Cu61.6Ni18.4P20,True
Cu67Ni17P16,True
Cu69Ni13P18,True
Cu6Si16.5Pd77.5,True
Cu73Ag27,False
Cu73Ni11P16,True
Cu78.5Ag14P7.5,False
Cu7Ni33P10,False
Cu7Ni34P9,False
Cu7Si16.5Pd76.5,True
Cu7Si17Pd76,True
Cu7Si20Pd73,True
Cu80.3Ag12.2P7.5,True
Cu80.5Ag10.5P9,False
Cu80.8Ag12.2P7,True
Cu81.5Ag10.5P8,True
Cu81.5Ag12.2P6.3,False
Cu81.9Ag10.5P7.6,True
Cu82.5Ag10.5P7,True
Cu82.5Ag9P8.5,False
Cu82.8Ag9P8.2,True
Cu83.5Ag8.9P7.6,True
Cu84.5Ag7P8.5,False
Cu84.5Ag9P6.5,False
Cu84Ag9P7,True
Cu85(Ag3P2)3,False
Cu85.2Ag7.1P7.7,True
Cu85.5Ag7.5P7,True
Cu86Ag7.5P6.5,False
Cu87Ag5.5P7.5,False
Cu8Si16.2Pd75.8,True
Cu9Si16Pd75,True
CuNi19P5,True
CuNi37P12,False
CuNi38P11,True
CuNi39P10,True
CuNi40P9,True
CuNi41P8,False
CuNi7P2,True
CuNi83P16,False
CuSi2Pd7,True
Dy0.3Zr10Fe89.7,True
Dy42Zr5Fe3,False
Dy44Zr5Fe,True
Er67.5B10Au22.5,True
Fe(CuAg)2,False
Fe1.7Si16.5Pd81.8,True
Fe10B19N21,True
Fe10Si16.5Pd73.5,True
Fe12.3Ni64.7B23,True
Fe12.5Si16.5Pd71,True
Fe12.5Si6B81.5,False
Fe12Ag13,False
Fe12B5F3,True
Fe12B7F,True
Fe12Cu3Ag10,False
Fe13Ag12,False
Fe13B4F3,True
Fe13B7,True
Fe13Cu47Ag40,False
Fe13Ni2B5,True
Fe13Ni5B2,False
Fe13Si20Pd67,True
Fe13Si2C5,True
Fe13Si3B4,True
Fe13Si3C4,True
Fe13Si4C3,True
Fe13Si5C2,True
Fe14(SiB)3,True
Fe14(SiC)3,True
Fe14Cu55Ag31,False
Fe15B2Mo3,True
Fe15B4Mo,True
Fe15CoB4,True
Fe15Cu22Ag13,False
Fe15Cu3B2,False
Fe15CuB4,False
Fe15Ni3B2,False
Fe15NiB4,True
Fe15P2C3,True
Fe15P3C2,True
Fe15P4C,True
Fe15Si16.5Pd68.5,False
Fe15Si2B3,True
Fe15Si3B2,True
Fe15SiB4,True
Fe16.5Co66.5B17,True
Fe16B3C,True
Fe16B3P,True
Fe16B4Mo5,True
Fe16Cu5B4,False
Fe16GeB3,True
Fe16Ni5B4,True
Fe16P3C,True
Fe16PC3,False
Fe16Si3B,True
Fe16SiB3,True
Fe16SiP3,True
Fe16W4C5,False
Fe17(Cu5Ag6)3,False
Fe17B2C,True
Fe17B2Mo,False
Fe17B3,True
Fe17B3Mo5,True
Fe17Cu5B3,False
Fe17Cu8,False
Fe17CuB2,False
Fe17Ni5B3,True
Fe17NiB2,True
Fe17P2C,False
Fe17W3C5,True
Fe18.5Ni54.5B27,True
Fe18B2Mo5,False
Fe18B5Mo2,True
Fe18B5W2,True
Fe18Ni53B29,True
Fe18Ni5B2,False
Fe18Si4B3,True
Fe18W2C5,False
Fe19(B2Mo)2,True
Fe19(BMo)3,True
Fe19.5Ni58.5B22,True
Fe19B,False
Fe19B5Mo,True
Fe19B5P,True
Fe19B5W,True
Fe19B6,True
Fe19BMo5,False
Fe19CoB5,True
Fe19Ni19B12,True
Fe19Ni21B10,True
Fe19Ni5B,False
Fe19WC5,False
Fe20(Ni7B3)3,True
Fe20.5Ni60.5B19,True
Fe20B2Mo3,False
Fe20B2P3,True
Fe20B3Mo2,True
Fe20B3P2,True
Fe20B4C,True
Fe20B4P,True
Fe20BF4,False
Fe20BP4,True
Fe20Cu11Ag19,True
Fe20Cu49Ag31,False
Fe20Ge2B3,True
Fe20Si2B3,True
Fe20Si2P3,True
Fe20SiP4,True
Fe20WC4,False
Fe21B4,True
Fe21BMo3,False
Fe21BP3,False
Fe21Co62B17,True
Fe21Cu15Ag14,True
Fe21Cu6Ag23,True
Fe21Ni21B8,True
Fe21Ni59B20,True
Fe21Ni61.5B17.5,True
Fe21Ni62.5B16.5,True
Fe21Ni62B17,True
Fe21SiB3,True
Fe22B3,True
Fe22BMo2,False
Fe22Cu29Ag49,False
Fe22Ni59B19,True
Fe23Cu27,False
Fe23Ni59B18,True
Fe23Ni60B17,True
Fe24Ni59B17,True
Fe25Ni59B16,True
Fe27Cu45Ag28,False
Fe27Cu51Ag22,False
Fe28B9F13,False
Fe29.5Ni50.5B20,True
Fe29Ag21,False
Fe29B7F14,False
Fe29Co54B17,True
Fe29Cu71,False
Fe29Cu8Ag63,False
Fe2Co2B,True
Fe2Cu83Ag15,False
Fe2CuAg,False
Fe2Ni2B,True
Fe2Ni2P,True
Fe30.5Ni50.5B19,True
Fe30B19F,True
Fe31.5Ni50.5B18,True
Fe31Cu10B9,False
Fe31Mo10C9,True
Fe31Ni10B9,True
Fe31W10C9,False
Fe31W8C11,False
Fe32.5Ni50.5B17,True
Fe32Cu37Ag31,False
Fe32W7C11,True
Fe33.5Ni50.5B16,True
Fe33Ag67,False
Fe33B12N5,True
Fe33B7Mo10,True
Fe33Cu10B7,False
Fe33Mo8C9,True
Fe33Ni10B7,True
Fe33Ni50B17,True
Fe33Ni5B12,True
Fe33W10C7,False
Fe33W6C11,True
Fe33W7C10,True
Fe33W8C9,False
Fe34W5C11,True
Fe34W7C9,False
Fe35(B2Mo3)3,True
Fe35(Mo2C3)3,True
Fe35(Si3B2)3,True
Fe35(W2C3)3,False
Fe35W4C11,False
Fe35W8C7,False
Fe36.5Ni36.5B27,True
Fe36B5Mo9,True
Fe36Cu13Ag51,False
Fe36Cu23Ag41,True
Fe36Cu49Ag15,False
Fe36Cu5B9,False
Fe36Ni5B9,True
Fe36Si5B9,True
Fe37(Cu2Ag)21,False
Fe37Ag63,False
Fe37B10Mo3,True
Fe37B10N3,True
Fe37B3Mo10,False
Fe37B4Mo9,False
Fe37B7Mo6,True
Fe37Cu41Ag22,False
Fe37Cu5B8,False
Fe37Cu63,False
Fe37Mo4C9,True
Fe37Ni10B3,False
Fe37Ni37B26,True
Fe37Ni5B8,True
Fe37Si5B8,True
Fe37SiB12,False
Fe37W2C11,False
Fe37W4C9,False
Fe37W6C7,False
Fe37W8C5,False
Fe38(BMo3)3,False
Fe38(CuAg)31,True
Fe38(Mo3C)3,True
Fe38.5Ni38.5B23,True
Fe38B7Mo5,True
Fe38Cu5B7,False
Fe38Ni5B7,True
Fe38SiB11,False
Fe39Ag61,False
Fe39B10Mo,True
Fe39B11,True
Fe39B2Mo9,False
Fe39B5F6,True
Fe39B5Mo6,True
Fe39B6Mo5,True
Fe39B7Mo4,True
Fe39BMo10,False
Fe39Cu5B6,False
Fe39Ni10B,False
Fe39Ni39B22,True
Fe39Ni42B19,True
Fe39Ni5B6,True
Fe39Si2B9,True
Fe39Si4B7,True
Fe39Si5B6,True
Fe39SiB10,True
Fe39W2C9,False
Fe39W4C7,False
Fe39W6C5,False
Fe3Ag7,False
Fe3B,True
Fe3Co37B10,True
Fe3Co5B2,True
Fe3CoB,True
Fe3Cu7,False
Fe3Ni13B4,True
Fe3Ni13P4,True
Fe3Ni5B2,True
Fe3Ni5P2,True
Fe3Ni77P20,True
Fe3NiB,True
Fe3NiP,True
Fe4(CuAg)3,True
Fe4.2Si16.5Pd79.3,True
Fe40.5Ni40B19.5,True
Fe40B3P7,True
Fe40B7P3,True
Fe40B9C,True
Fe40B9P,True
Fe40B9Pd,True
Fe40BMo9,False
Fe40Cu31Ag29,False
Fe40GeB9,True
Fe40Si3P7,True
Fe40SiB9,True
Fe40SiP9,True
Fe41(B2P)3,True
Fe41(BMo2)3,False
Fe41(BP2)3,True
Fe41(SiB2)3,True
Fe41(W2C)3,False
Fe41.5Co41.5B17,True
Fe41.5Ni41B17.5,True
Fe41B4Mo5,False
Fe41B4P5,True
Fe41B5Mo4,True
Fe41B8F,True
Fe41B9,True
Fe41Cu30Ag29,True
Fe41Cu5B4,False
Fe41Ni41B18,True
Fe41Ni42B17,True
Fe41Ni5B4,False
Fe41Si2B7,True
Fe41SiB8,True
Fe41W2C7,False
Fe41W4C5,False
Fe42B33N25,True
Fe42B3Mo5,False
Fe42B3P5,False
Fe42Cu31Ag27,False
Fe42Cu41Ag17,False
Fe42Cu5B3,False
Fe42Ni5B3,False
Fe42SiB7,True
Fe43B2Mo5,False
Fe43B3Mo4,False
Fe43B6N,True
Fe43B7,True
Fe43BMo6,False
Fe43Cu5B2,False
Fe43Ni40B17,True
Fe43Ni43B14,True
Fe43Ni5B2,False
Fe43W2C5,False
Fe43W4C3,False
Fe44BMo5,False
Fe44Ni5B,False
Fe45BMo4,False
Fe45Cu31Ag24,False
Fe45W2C3,False
Fe46.2Ni30.8B23,True
Fe48Ni35B17,True
Fe4Ag21,False
Fe4B,True
Fe4Cu15Ag31,False
Fe4Ni16P5,True
Fe4P,True
Fe5.1Si16.8Pd78.1,True
Fe50Co33B17,True
Fe50Ni33B17,True
Fe51Cu23Ag26,False
Fe51Cu38Ag11,False
Fe52.5B24.5N23,True
Fe53.5Ni18B28.5,True
Fe53Ni30B17,True
Fe54.5Ni18.5B27,True
Fe54Ni29B17,True
Fe55Cu32Ag13,False
Fe56Ni19B25,True
Fe57Cu6Ag37,False
Fe57Ni19B24,True
Fe57Ni25B18,True
Fe58.5Ni20B21.5,True
Fe58Co25B17,True
Fe59.5Ni20B20.5,True
Fe59B10F31,False
Fe59B8F33,False
Fe59Mo17C24,True
Fe59Ni25B16,True
Fe5Co3B2,True
Fe5Cu16Ag29,False
Fe5Ni11P4,True
Fe5Ni3B2,True
Fe6.7Si16.5Pd76.8,True
Fe60.1Ni16.9B23,True
Fe60B7F33,False
Fe61.5Ni22B16.5,True
Fe61B39,True
Fe61Co22B17,True
Fe61Ni20B19,True
Fe61Ni25B14,True
Fe63B37,True
Fe63Cu20Ag17,False
Fe63Mo17C20,True
Fe63Ni20B17,True
Fe63Ni25B12,False
Fe64B29N7,True
Fe64Co19B17,True
Fe65B17.5F17.5,True
Fe65B22.5F12.5,True
Fe65B31.5F3.5,True
Fe65Si12.5C22.5,True
Fe65Si17.5C17.5,True
Fe65Si22.5C12.5,True
Fe66.4Ni16.6B17,True
Fe66.5Co16.5B17,True
Fe67(Cu5B6)3,False
Fe67(Ni5B6)3,True
Fe67.5Si10B22.5,True
Fe67.5Si12.5B20,True
Fe67.5Si15B17.5,True
Fe67.5Si17.5B15,True
Fe67Cu10Ag23,False
Fe67Mo17C16,True
Fe67Ni25B8,False
Fe67Si13B20,True
Fe69B16Mo15,True
Fe69Cu15B16,False
Fe69Ni15B16,True
Fe69Ni25B6,False
Fe69Si7B24,True
Fe6B9Mo85,True
Fe6B9W85,True
Fe6Co77B17,True
Fe6Co85B9,True
Fe6Cu19,False
Fe6Ni85B9,True
Fe70(Si3B7)3,True
Fe70Si12.5B17.5,True
Fe70Si12.5C17.5,True
Fe70Si13B17,True
Fe70Si17.5B12.5,True
Fe70Si17.5C12.5,True
Fe70Si7.5B22.5,True
Fe71.5Co11.5B17,True
Fe71B14Mo15,True
Fe71B29,True
Fe71Cu15B14,False
Fe71Mo17C12,True
Fe71Ni15B14,True
Fe71Ni25B4,False
Fe71Si7B22,True
Fe72(SiB3)7,True
Fe72.5P10C17.5,True
Fe72.5P12.5C15,True
Fe72.5P15C12.5,True
Fe72.5P17.5C10,True
Fe72.5P20C7.5,True
Fe72.5Si10B17.5,True
Fe72.5Si12.5B15,True
Fe72.5Si15B12.5,True
Fe72.5Si17.5B10,True
Fe72.5Si5B22.5,True
Fe72.5Si7.5B20,True
Fe72Si13B15,True
Fe73(B4Mo5)3,True
Fe73(Cu5B4)3,False
Fe73(Ni5B4)3,True
Fe73(SiB8)3,False
Fe73.5B20W6.5,True
Fe73B20Mo7,True
Fe73Co10B17,True
Fe73Ni10B17,True
Fe73Ni25B2,False
Fe73Si9.5B17.5,True
Fe73W10C17,False
Fe74.5Si10.5B15,True
Fe74.5Si18B7.5,False
Fe74.8Si13B12.2,True
Fe74.9Si7.3B17.8,True
Fe74Mo9P17,True
Fe75.3Si9.7B15,True
Fe75.5Co7.5B17,True
Fe75B11P14,False
Fe75B18F7,True
Fe75B19P6,False
Fe75B21P4,True
Fe75Mo17C8,True
Fe75P12.5C12.5,True
Fe75P17.5C7.5,True
Fe75P7.5C17.5,True
Fe75Si12.5B12.5,True
Fe75Si12B13,True
Fe75Si13B12,True
Fe75Si17.5B7.5,True
Fe75Si3B22,True
Fe75Si4B21,True
Fe75Si7.5B17.5,True
Fe76(P5C3)3,True
Fe76Mo7P17,True
Fe76Ni5B19,True
Fe77.5B20W2.5,True
Fe77.5B22.5,True
Fe77.5P10C12.5,True
Fe77.5P12.5C10,True
Fe77.5P15C7.5,True
Fe77.5P16C6.5,True
Fe77.5P17.5C5,True
Fe77.5P5C17.5,False
Fe77.5P7.5C15,True
Fe77.5Si10B12.5,True
Fe77.5Si12.5B10,True
Fe77.5Si13.5B9,True
Fe77.5Si15B7.5,True
Fe77.5Si2.5B20,True
Fe77.5Si5B17.5,True
Fe77.5Si7.5B15,True
Fe77B10F13,True
Fe77B13P10,True
Fe77B15P8,True
Fe77B17P6,True
Fe77B19P4,False
Fe77B20Mo3,True
Fe77B8Mo15,False
Fe77Co6B17,True
Fe77Cu15B8,False
Fe77Cu5B18,False
Fe77Ni15B8,False
Fe77Ni5B18,True
Fe77P15C8,True
Fe77Si11B12,True
Fe78.5B20F1.5,True
Fe78.5P15C6.5,True
Fe78.5Si9B12.5,True
Fe78B17C5,True
Fe78B9P13,True
Fe78Si15B7,True
Fe78Si7.5B14.5,True
Fe78Si7B15,True
Fe79(B2C)7,True
Fe79(B2Mo5)3,False
Fe79(B2P)7,True
Fe79(B2P5)3,True
Fe79(B2W)7,True
Fe79(B3P4)3,True
Fe79(B4C3)3,True
Fe79(B4P3)3,True
Fe79(B5P2)3,True
Fe79(B6C)3,True
Fe79(B6P)3,False
Fe79(BP2)7,True
Fe79(BP6)3,True
Fe79(Cu5B2)3,False
Fe79(Ni5B2)3,False
Fe79(SiB2)7,True
Fe79(W2C)7,False
Fe79.5Cu0.5B20,True
Fe79.5Si3.5B17,True
Fe79B10F11,True
Fe79B10P11,True
Fe79B11P10,True
Fe79B13P8,True
Fe79B16Mo5,True
Fe79B16P5,True
Fe79B17P4,True
Fe79B20Mo,True
Fe79B20W,True
Fe79B21,True
Fe79B8P13,True
Fe79Co4B17,True
Fe79Cu5B16,False
Fe79CuB20,False
Fe79Ni5B16,True
Fe79W16C5,False
Fe7B2Mo,True
Fe7BMo2,True
Fe7CoB2,True
Fe7CuB2,False
Fe7Ni2B,False
Fe7Ni76B17,True
Fe7Ni7B6,True
Fe7Ni9B4,True
Fe7Ni9P4,True
Fe7NiB2,True
Fe7Si20Pd73,True
Fe7Si2B,True
Fe7Si2C,True
Fe7SiB2,True
Fe7SiC2,True
Fe7WC2,False
Fe80.5B17Mo2.5,True
Fe80.5B17W2.5,True
Fe80.5Ni2.5B17,True
Fe80.5P13C6.5,True
Fe80.5P15C4.5,True
Fe80B11C9,True
Fe80B11P9,True
Fe80B13C7,True
Fe80B13P7,True
Fe80B17C3,True
Fe80B17P3,False
Fe80B7P13,True
Fe80B9C11,True
Fe80B9P11,True
Fe80Co3B17,True
Fe80Ni3B17,True
Fe80P12.5C7.5,True
Fe80P13C7,True
Fe80P17.5C2.5,True
Fe80P7.5C12.5,True
Fe80Si10.5P9.5,True
Fe80Si11B9,False
Fe80Si12.5B7.5,True
Fe80Si2.5B17.5,True
Fe80Si2.5P17.5,True
Fe80Si3B17,True
Fe80Si7.5B12.5,True
Fe80Si7P13,True
Fe80Si9P11,True
Fe81.5B18.5,True
Fe81.5Cu0.5B18,True
Fe81.5Cu1.5B17,True
Fe81.5P15C3.5,True
Fe81.5Si12.5B6,False
Fe81.5Si4B14.5,True
Fe81B10C9,True
Fe81B10P9,True
Fe81B12C7,True
Fe81B12Mo7,True
Fe81B12P7,True
Fe81B12W7,True
Fe81B14C5,True
Fe81B14Mo5,True
Fe81B14P5,True
Fe81B16C3,True
Fe81B16P3,True
Fe81B17F2,True
Fe81B19,True
Fe81B4Mo15,False
Fe81B6P13,True
Fe81B7P12,True
Fe81B8P11,True
Fe81B9P10,True
Fe81Co2B17,True
Fe81Cu3B16,False
Fe81Cu5B14,False
Fe81CuB18,False
Fe81Ni15B4,False
Fe81Ni3B16,True
Fe81Ni5B14,True
Fe81Si4B15,True
Fe82(BC)9,True
Fe82(BP)9,True
Fe82(SiB5)3,True
Fe82.5B17.5,True
Fe82.5P10C7.5,False
Fe82.5P12.5C5,False
Fe82.5P15C2.5,True
Fe82.5P7.5C10,False
Fe82.5Si10B7.5,False
Fe82.5Si5B12.5,True
Fe82B11C7,True
Fe82B7P11,True
Fe82CoB17,True
Fe82P11.5C6.5,True
Fe82Si5B13,True
Fe82SiB17,True
Fe82Sn1.5B16.5,True
Fe83.5Cu0.5B16,True
Fe83.5Si6.5B10,False
Fe83B10C7,True
Fe83B10P7,True
Fe83B12C5,True
Fe83B12Mo5,True
Fe83B12P5,True
Fe83B14C3,True
Fe83B14P3,True
Fe83B17,True
Fe83B2.3P14.7,True
Fe83B2Mo15,False
Fe83B3P14,False
Fe83B5P12,True
Fe83B6P11,True
Fe83B7P10,True
Fe83B8C9,True
Fe83B8P9,True
Fe83B9Mo8,False
Fe83Cu3B14,False
Fe83Cu5B12,False
Fe83CuB16,False
Fe83Ni15B2,False
Fe83Ni3B14,True
Fe83Ni5B12,False
Fe83NiB16,True
Fe83Si11B6,False
Fe83Si2B15,True
Fe83Si3B14,True
Fe83Si4B13,True
Fe83Si5B12,True
Fe83Si7B10,False
Fe83Si8B9,False
Fe83SiB16,True
Fe84B11C5,True
Fe84B5P11,False
Fe84B7P9,False
Fe84Si3B13,True
Fe84SiB15,True
Fe85(B4C)3,True
Fe85(CuB4)3,False
Fe85(NiB4)3,False
Fe85.5Cu0.5B14,True
Fe85B11P4,False
Fe85B7Mo8,False
Fe85B8C7,True
Fe85CuB14,False
Fe85NiB14,True
Fe85P12.5C2.5,False
Fe85P7.5C7.5,False
Fe85Si2B13,False
Fe86(BC)7,True
Fe86.5Cu0.5B13,True
Fe87B13,True
Fe87B8Mo5,False
Fe87Cu3B10,False
Fe87Cu5B8,False
Fe87CuB12,False
Fe87Ni5B8,False
Fe87NiB12,False
Fe89B6F5,False
Fe89B6Mo5,False
Fe89Cu3B8,False
Fe89Cu5B6,False
Fe89CuB10,False
Fe89Ni3B8,False
Fe89Ni5B6,False
Fe89NiB10,False
Fe8BC,True
Fe8BMo,True
Fe8BP,True
Fe8Co75B17,True
Fe8CuB,False
Fe8GeB,True
Fe8NiB,True
Fe8PC,True
Fe8SiB,True
Fe8SiP,True
Fe9(BN)8,True
Fe91(CuB2)3,False
Fe91B4Mo5,False
Fe91B7F2,False
Fe91B9,True
Fe91Cu5B4,False
Fe91CuB8,False
Fe91Ni5B4,False
Fe91NiB8,False
Fe93B2Mo5,False
Fe93CuB6,False
Fe93Ni3B4,False
Fe93NiB6,False
Fe95CuB4,False
Fe95NiB4,False
Fe9Ag11,False
FeAg,False
FeB5Mo14,True
FeB5W14,True
FeCo14B5,True
FeCo15B4,True
FeCo3B,True
FeCo7B2,True
FeCu33Ag16,False
FeCu9,False
FeNi,True
FeNi14B5,True
FeNi15P4,True
FeNi3B,True
FeNi3P,True
FeNi79P20,True
FeNi7P2,True
Ga10Fe73B17,True
Ga2Fe81B17,True
Ga4Fe79B17,True
Ga6Fe77B17,True
Ga8Fe75B17,True
Gd0.3Zr10Fe89.7,True
Gd11Al5Ni4,True
Gd11Al9,True
Gd12.9Co73Mo14.1,True
Gd14Co70.6Mo15.4,True
Gd14Si11,True
Gd19.4Co72.8Mo7.8,True
Gd2(Al5Ni)3,True
Gd2Al17Ni,True
Gd2Al23,True
Gd2Al7Ni,False
Gd33.3Al33.4Fe33.3,True
Gd3Al13Cu4,True
Gd3Al13Ni4,True
Gd3Al14Ni3,True
Gd3Al15Ni2,False
Gd3Al16Ni,False
Gd3Al17,False
Gd3Al2,True
Gd3Al22,True
Gd3Al47,False
Gd3Au,True
Gd3Zr5Fe42,False
Gd5(Al14Ni)3,True
Gd5.5Al89Fe5.5,True
Gd5Al37Ni8,True
Gd5Al83Ni12,True
Gd5Al87Ni8,True
Gd6.4Al87.2Fe6.4,True
Gd67.5B10Au22.5,True
Gd6Al39Ni5,True
Gd7(Al29Ni2)3,True
Gd7.3Al85.4Fe7.3,True
Gd7Al83Ni10,True
Gd8.2Al83.6Fe8.2,True
Gd8.4Co75.6Mo16,True
Gd8Al85Ni7,True
Gd9.1Al81.8Fe9.1,True
Gd9Al11,True
Gd9Al81Ni10,True
Gd9Al83Ni8,True
Gd9Al85Ni6,True
GdAl,True
GdAl15Ni4,False
GdAl16Ni3,True
GdAl17Ni2,True
GdAl18Ni,True
GdAl3Ni,False
GdAl7Ni2,True
GdAl8Fe,True
GdAl8Ni,True
GdAl9,True
GdZr5Fe44,True
Ge21Pd79,True
Hf(Cu2Ni)3,False
Hf(CuNi)2,True
Hf(CuNi2)3,False
Hf10Cu7Ni3,True
